cohort,hgrades,hgrades_c,Cgrades,bparented,bparented_c,pell,hapcl,hapcl_c,hprecalc13,hprecalc13_c,hchallenge,hchallenge_c,cSFcareer,cSFcareer_c,hacadpr13,hacadpr13_c,tcare,tcare_c,firstgen,re_all,living18,sex,StemMaj,StemMaj_c,trnsfr_cr,x_FASt,credit_dose,credit_dose_c,XZ_c,r,r_minus,r_plus,sbmyself,sbvalued,sbcommunity,pgthink,pganalyze,pgwork,pgvalues,pgprobsolve,SEwellness,SEnonacad,SEactivities,SEacademic,SEdiverse,evalexp,sameinst,MHWdacad,MHWdlonely,MHWdmental,MHWdexhaust,MHWdsleep,MHWdfinancial,QIstudent,QIadvisor,QIfaculty,QIstaff,QIadmin,id,DE_group_temp,hdc17,DC_student
0,7,0.47299999999999986,7,7,0.9551999999999996,0,0,-0.2468,1,0.6564,3,-1.4880000000000004,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,22,1,1.017502742159182,0.4429521252195381,0.4429521252195381,11,0.6000000000000001,1.6,4,3,4,4,3,4,4,4,3,3,2,3,3,3,3,4.0,4.0,3.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,7.0,2188,2,7,1
1,5,-1.5270000000000001,6,7,0.9551999999999996,0,1,0.7532,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,0,Other/Multiracial/Unknown,On-campus (residence hall),Female,0,-0.2482,5,0,0.0,-0.5745506169396439,-0.0,-9,-1.4,-0.4,3,3,3,2,3,2,2,3,3,4,2,3,2,3,3,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,2189,1,3,1
1,6,-0.5270000000000001,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,6,1.5119999999999996,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,1,0.7518,0,0,0.0,-0.5745506169396439,-0.0,-1,-0.6,0.4,3,3,3,3,3,3,3,3,2,1,2,2,1,2,2,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2190,0,1,0
0,6,-0.5270000000000001,7,6,-0.044800000000000395,1,0,-0.2468,1,0.6564,4,-0.48800000000000043,3,0.6989999999999998,13,3.2376000000000005,3,0.05039999999999978,0,White,Off-campus (rent/apartment),Male,0,-0.2482,4,0,0.0,-0.5745506169396439,-0.0,6,0.09999999999999998,1.1,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1.0,2.0,,1.0,1.0,2.0,5.0,5.0,5.0,5.0,6.0,2191,1,1,0
1,6,-0.5270000000000001,6,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Female,1,0.7518,40,1,2.812832130859051,2.238281513919407,2.238281513919407,32,2.7,3.7,3,4,3,3,3,3,3,3,3,3,2,2,2,2,2,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2192,2,4,1
1,5,-1.5270000000000001,7,6,-0.044800000000000395,1,0,-0.2468,1,0.6564,3,-1.4880000000000004,4,1.6989999999999998,3,-6.7623999999999995,8,5.0504,0,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,0,0,0.0,-0.5745506169396439,-0.0,6,0.09999999999999998,1.1,2,2,2,3,3,2,3,3,2,2,2,2,1,3,3,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2193,0,3,1
0,7,0.47299999999999986,7,7,0.9551999999999996,0,1,0.7532,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Male,1,0.7518,4,0,0.0,-0.5745506169396439,-0.0,-14,-1.9,-0.8999999999999999,3,4,3,3,2,3,3,3,3,3,2,2,3,4,4,2.0,2.0,2.0,2.0,1.0,1.0,6.0,5.0,6.0,5.0,,2194,1,3,1
0,6,-0.5270000000000001,7,7,0.9551999999999996,0,0,-0.2468,1,0.6564,4,-0.48800000000000043,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,1,White,On-campus (residence hall),Male,0,-0.2482,3,0,0.0,-0.5745506169396439,-0.0,27,2.2,3.2,4,4,4,3,2,3,3,3,4,4,4,4,4,4,4,3.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,5.0,2195,1,1,0
1,7,0.47299999999999986,7,7,0.9551999999999996,1,0,-0.2468,0,-0.3436,2,-2.4880000000000004,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,0,Hispanic/Latino,With family (commuting),Female,0,-0.2482,3,0,0.0,-0.5745506169396439,-0.0,18,1.3,2.3,3,2,3,3,4,3,4,3,2,2,1,1,2,3,3,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,2196,1,1,0
0,7,0.47299999999999986,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,6,1.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,0,Asian,With family (commuting),Female,0,-0.2482,77,1,6.558120215727058,5.9835695987874145,5.9835695987874145,21,1.6,2.6,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,2197,2,7,1
0,8,1.4729999999999999,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,6,1.5119999999999996,3,0.6989999999999998,8,-1.7623999999999995,8,5.0504,1,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,0,0,0.0,-0.5745506169396439,-0.0,8,0.30000000000000004,1.3,2,2,2,4,4,4,3,4,2,1,2,2,1,4,4,2.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,2198,0,1,0
0,6,-0.5270000000000001,6,8,1.9551999999999996,0,0,-0.2468,1,0.6564,4,-0.48800000000000043,1,-1.3010000000000002,3,-6.7623999999999995,0,-2.9496,0,Other/Multiracial/Unknown,On-campus (residence hall),Female,0,-0.2482,9,0,0.0,-0.5745506169396439,-0.0,17,1.2,2.2,3,3,4,2,2,3,3,2,3,3,3,4,3,3,3,4.0,4.0,,4.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,2199,1,2,1
0,6,-0.5270000000000001,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,6,1.5119999999999996,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,11,0,0.0,-0.5745506169396439,-0.0,12,0.7,1.7,3,3,4,2,2,2,3,2,3,3,2,2,2,3,3,4.0,4.0,4.0,,5.0,,,6.0,6.0,6.0,6.0,2200,1,2,1
0,6,-0.5270000000000001,6,6,-0.044800000000000395,1,0,-0.2468,1,0.6564,3,-1.4880000000000004,3,0.6989999999999998,13,3.2376000000000005,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Male,1,0.7518,11,0,0.0,-0.5745506169396439,-0.0,-15,-2.0,-1.0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4.0,3.0,3.0,3.0,3.0,3.0,6.0,5.0,6.0,6.0,6.0,2201,1,2,1
1,7,0.47299999999999986,6,5,-1.0448000000000004,1,1,0.7532,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,18,8.2376,3,0.05039999999999978,1,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,2,0,0.0,-0.5745506169396439,-0.0,29,2.4,3.4,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,2.0,3.0,2.0,3.0,3.0,2.0,7.0,6.0,6.0,6.0,7.0,2202,1,1,0
0,5,-1.5270000000000001,5,6,-0.044800000000000395,1,1,0.7532,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,13,3.2376000000000005,3,0.05039999999999978,0,Hispanic/Latino,With family (commuting),Female,0,-0.2482,9,0,0.0,-0.5745506169396439,-0.0,-13,-1.8,-0.8,3,3,3,3,2,3,3,2,2,2,2,2,2,3,3,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2203,1,1,0
1,6,-0.5270000000000001,5,5,-1.0448000000000004,0,1,0.7532,1,0.6564,4,-0.48800000000000043,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,7,0,0.0,-0.5745506169396439,-0.0,31,2.6,3.6,2,2,2,3,3,2,3,3,2,1,2,1,1,3,3,5.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,2204,1,3,1
1,7,0.47299999999999986,7,6,-0.044800000000000395,0,1,0.7532,1,0.6564,4,-0.48800000000000043,1,-1.3010000000000002,8,-1.7623999999999995,3,0.05039999999999978,0,Asian,With family (commuting),Female,0,-0.2482,9,0,0.0,-0.5745506169396439,-0.0,34,2.9,3.9,2,2,3,3,3,3,3,3,3,4,4,4,2,3,3,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,2205,1,1,0
1,8,1.4729999999999999,6,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,0,Other/Multiracial/Unknown,With family (commuting),Female,0,-0.2482,2,0,0.0,-0.5745506169396439,-0.0,3,-0.2,0.8,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,2206,1,3,1
1,7,0.47299999999999986,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,0,Other/Multiracial/Unknown,Off-campus (rent/apartment),Male,0,-0.2482,6,0,0.0,-0.5745506169396439,-0.0,15,1.0,2.0,4,4,4,3,4,3,4,3,3,3,3,2,2,3,3,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,2207,1,1,0
0,6,-0.5270000000000001,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,8,-1.7623999999999995,3,0.05039999999999978,1,White,Off-campus (rent/apartment),Female,0,-0.2482,7,0,0.0,-0.5745506169396439,-0.0,-11,-1.6,-0.6000000000000001,2,2,2,3,2,3,3,3,3,4,3,3,3,3,3,4.0,4.0,3.0,4.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,2208,1,1,0
1,6,-0.5270000000000001,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,1,0.7518,5,0,0.0,-0.5745506169396439,-0.0,10,0.5,1.5,3,3,3,2,2,1,2,1,3,3,2,3,4,3,4,4.0,,5.0,5.0,5.0,,5.0,5.0,5.0,6.0,5.0,2209,1,1,0
0,6,-0.5270000000000001,7,8,1.9551999999999996,1,0,-0.2468,0,-0.3436,3,-1.4880000000000004,3,0.6989999999999998,3,-6.7623999999999995,3,0.05039999999999978,1,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,0,0,0.0,-0.5745506169396439,-0.0,19,1.4,2.4,2,2,2,3,2,3,4,2,2,2,2,2,2,2,2,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,2210,0,1,0
0,7,0.47299999999999986,7,5,-1.0448000000000004,0,1,0.7532,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,13,3.2376000000000005,3,0.05039999999999978,1,White,On-campus (residence hall),Male,1,0.7518,4,0,0.0,-0.5745506169396439,-0.0,-6,-1.1,-0.09999999999999998,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1.0,1.0,1.0,1.0,,1.0,7.0,7.0,6.0,7.0,7.0,2211,1,1,0
1,6,-0.5270000000000001,6,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,2,-2.4880000000000004,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,5,0,0.0,-0.5745506169396439,-0.0,32,2.7,3.7,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,5.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,2212,1,2,1
0,8,1.4729999999999999,6,5,-1.0448000000000004,1,0,-0.2468,1,0.6564,4,-0.48800000000000043,3,0.6989999999999998,0,-9.7624,0,-2.9496,1,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,24,1,1.2155877440948415,0.6410371271551976,0.6410371271551976,32,2.7,3.7,3,3,3,3,3,2,2,3,3,2,2,3,3,3,2,5.0,5.0,5.0,4.0,4.0,,3.0,2.0,3.0,3.0,3.0,2213,2,7,1
0,7,0.47299999999999986,6,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,1,-1.3010000000000002,8,-1.7623999999999995,0,-2.9496,1,Asian,Off-campus (rent/apartment),Female,1,0.7518,7,0,0.0,-0.5745506169396439,-0.0,-1,-0.6,0.4,2,2,2,3,4,3,4,4,1,2,1,1,1,3,3,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,2214,1,3,1
0,6,-0.5270000000000001,7,6,-0.044800000000000395,1,1,0.7532,1,0.6564,1,-3.4880000000000004,2,-0.30100000000000016,3,-6.7623999999999995,3,0.05039999999999978,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,15,1,0.3817708474906004,-0.19277976944904351,-0.19277976944904351,4,-0.09999999999999998,0.9,2,2,2,3,3,3,3,3,2,2,1,2,2,2,2,5.0,5.0,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,2215,2,6,1
0,6,-0.5270000000000001,6,5,-1.0448000000000004,0,0,-0.2468,1,0.6564,5,0.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Male,1,0.7518,7,0,0.0,-0.5745506169396439,-0.0,34,2.9,3.9,4,3,3,3,4,3,3,3,2,3,3,3,3,3,2,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2216,1,1,0
1,7,0.47299999999999986,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,3,-1.4880000000000004,3,0.6989999999999998,8,-1.7623999999999995,3,0.05039999999999978,0,Hispanic/Latino,With family (commuting),Female,0,-0.2482,6,0,0.0,-0.5745506169396439,-0.0,-7,-1.2,-0.19999999999999996,3,3,3,4,4,4,4,4,3,3,3,3,3,2,3,,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2217,1,2,1
1,8,1.4729999999999999,7,8,1.9551999999999996,0,1,0.7532,1,0.6564,5,0.5119999999999996,1,-1.3010000000000002,13,3.2376000000000005,3,0.05039999999999978,1,Asian,With family (commuting),Male,0,-0.2482,58,1,4.6874773590092715,4.112926742069628,4.112926742069628,3,-0.2,0.8,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,2218,2,4,1
1,7,0.47299999999999986,7,6,-0.044800000000000395,1,1,0.7532,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,13,3.2376000000000005,0,-2.9496,0,Asian,With family (commuting),Male,1,0.7518,7,0,0.0,-0.5745506169396439,-0.0,-7,-1.2,-0.19999999999999996,1,1,2,3,4,4,4,4,4,3,3,4,4,3,3,4.0,4.0,4.0,4.0,,4.0,5.0,5.0,5.0,6.0,5.0,2219,1,3,1
1,7,0.47299999999999986,7,6,-0.044800000000000395,0,0,-0.2468,1,0.6564,5,0.5119999999999996,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,0,White,On-campus (residence hall),Male,0,-0.2482,1,0,0.0,-0.5745506169396439,-0.0,-11,-1.6,-0.6000000000000001,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2220,1,1,0
0,5,-1.5270000000000001,5,6,-0.044800000000000395,1,0,-0.2468,1,0.6564,6,1.5119999999999996,2,-0.30100000000000016,18,8.2376,0,-2.9496,0,Hispanic/Latino,With family (commuting),Female,0,-0.2482,4,0,0.0,-0.5745506169396439,-0.0,-2,-0.7,0.3,3,2,3,4,4,3,4,4,3,3,3,3,2,3,2,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,2221,1,1,0
1,6,-0.5270000000000001,5,5,-1.0448000000000004,1,0,-0.2468,1,0.6564,5,0.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,0,Other/Multiracial/Unknown,On-campus (residence hall),Male,0,-0.2482,5,0,0.0,-0.5745506169396439,-0.0,-1,-0.6,0.4,3,3,3,3,4,3,4,4,2,2,2,2,2,3,3,5.0,,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2222,1,1,0
0,7,0.47299999999999986,7,6,-0.044800000000000395,1,0,-0.2468,1,0.6564,5,0.5119999999999996,1,-1.3010000000000002,13,3.2376000000000005,0,-2.9496,0,Asian,With family (commuting),Male,0,-0.2482,37,1,2.5488004168542986,1.9742497999146547,1.9742497999146547,-8,-1.3,-0.30000000000000004,2,3,2,4,4,3,4,4,2,2,2,3,2,3,4,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,2223,2,7,1
1,8,1.4729999999999999,7,7,0.9551999999999996,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,0,Asian,With family (commuting),Female,0,-0.2482,33,1,2.1837203267962004,1.6091697098565565,1.6091697098565565,5,0.0,1.0,2,2,2,3,3,3,3,4,3,2,2,3,2,4,4,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,,2224,2,5,1
1,5,-1.5270000000000001,7,8,1.9551999999999996,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,1,-1.3010000000000002,23,13.2376,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,1,0.7518,8,0,0.0,-0.5745506169396439,-0.0,9,0.4,1.4,3,3,3,2,3,3,3,3,3,2,3,2,2,3,3,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2225,1,3,1
1,6,-0.5270000000000001,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,1,-1.3010000000000002,0,-9.7624,3,0.05039999999999978,1,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,9,0,0.0,-0.5745506169396439,-0.0,4,-0.09999999999999998,0.9,4,3,4,2,3,3,2,3,2,3,3,3,3,3,2,4.0,3.0,3.0,,3.0,3.0,6.0,6.0,5.0,6.0,6.0,2226,1,1,0
1,8,1.4729999999999999,7,6,-0.044800000000000395,1,1,0.7532,1,0.6564,4,-0.48800000000000043,2,-0.30100000000000016,8,-1.7623999999999995,3,0.05039999999999978,0,Asian,With family (commuting),Female,0,-0.2482,77,1,6.522899137757065,5.948348520817421,5.948348520817421,-13,-1.8,-0.8,4,3,3,3,3,3,3,2,3,4,4,3,3,3,3,3.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,2227,2,4,1
1,6,-0.5270000000000001,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,18,8.2376,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,1,0,0.0,-0.5745506169396439,-0.0,26,2.1,3.1,4,4,4,2,2,3,3,3,2,3,3,3,3,3,4,5.0,5.0,,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,2228,1,3,1
0,7,0.47299999999999986,6,7,0.9551999999999996,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,1,-1.3010000000000002,13,3.2376000000000005,18,15.0504,1,White,On-campus (residence hall),Female,0,-0.2482,2,0,0.0,-0.5745506169396439,-0.0,12,0.7,1.7,3,3,3,2,2,3,3,3,3,2,3,3,3,3,4,3.0,3.0,3.0,3.0,,3.0,5.0,6.0,6.0,6.0,6.0,2229,1,1,0
0,7,0.47299999999999986,7,7,0.9551999999999996,1,1,0.7532,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,28,18.2376,0,-2.9496,0,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,37,1,2.5862293223210164,2.0116787053813727,2.0116787053813727,-2,-0.7,0.3,4,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3.0,3.0,3.0,,2.0,3.0,4.0,3.0,4.0,4.0,,2230,2,6,1
0,7,0.47299999999999986,7,7,0.9551999999999996,0,0,-0.2468,0,-0.3436,3,-1.4880000000000004,3,0.6989999999999998,18,8.2376,13,10.0504,1,Other/Multiracial/Unknown,On-campus (residence hall),Male,0,-0.2482,24,1,1.2670648875442878,0.6925142706046439,0.6925142706046439,18,1.3,2.3,3,3,3,3,3,4,3,3,4,3,3,3,4,3,3,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,2231,2,5,1
1,6,-0.5270000000000001,7,6,-0.044800000000000395,1,1,0.7532,0,-0.3436,4,-0.48800000000000043,4,1.6989999999999998,35,25.2376,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,5,0,0.0,-0.5745506169396439,-0.0,-2,-0.7,0.3,2,2,2,2,3,3,3,2,3,3,4,3,3,3,3,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,2232,1,1,0
1,8,1.4729999999999999,7,6,-0.044800000000000395,1,0,-0.2468,1,0.6564,3,-1.4880000000000004,3,0.6989999999999998,0,-9.7624,0,-2.9496,1,White,With family (commuting),Female,0,-0.2482,33,1,2.109500626215098,1.5349500092754542,1.5349500092754542,-7,-1.2,-0.19999999999999996,2,2,2,3,3,4,2,3,3,1,1,2,2,2,2,,3.0,4.0,4.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,2233,2,5,1
1,8,1.4729999999999999,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,1,Other/Multiracial/Unknown,Off-campus (rent/apartment),Male,1,0.7518,10,0,0.0,-0.5745506169396439,-0.0,34,2.9,3.9,3,3,3,3,3,4,4,3,3,3,3,3,2,3,3,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,2234,1,2,1
0,7,0.47299999999999986,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,3,-1.4880000000000004,1,-1.3010000000000002,3,-6.7623999999999995,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,10,0,0.0,-0.5745506169396439,-0.0,20,1.5,2.5,2,2,3,4,4,3,3,3,3,3,2,2,3,2,3,3.0,4.0,,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,2235,1,1,0
1,7,0.47299999999999986,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,23,13.2376,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,35,1,2.324009983099544,1.7494593661599003,1.7494593661599003,-5,-1.0,0.0,4,4,3,3,3,3,3,3,4,4,4,3,4,2,3,2.0,2.0,2.0,2.0,3.0,2.0,6.0,6.0,6.0,6.0,6.0,2236,2,7,1
1,7,0.47299999999999986,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,1,White,Off-campus (rent/apartment),Male,1,0.7518,10,0,0.0,-0.5745506169396439,-0.0,31,2.6,3.6,2,2,2,3,3,1,2,2,4,3,4,3,3,3,3,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,5.0,5.0,5.0,2237,1,2,1
1,6,-0.5270000000000001,7,5,-1.0448000000000004,0,0,-0.2468,1,0.6564,5,0.5119999999999996,2,-0.30100000000000016,13,3.2376000000000005,0,-2.9496,1,Black/African American,On-campus (residence hall),Female,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,19,1.4,2.4,3,3,4,3,3,4,3,3,3,3,2,3,2,3,2,3.0,3.0,,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,2238,1,1,0
0,6,-0.5270000000000001,6,5,-1.0448000000000004,0,1,0.7532,1,0.6564,4,-0.48800000000000043,1,-1.3010000000000002,18,8.2376,0,-2.9496,0,Asian,With family (commuting),Male,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,-7,-1.2,-0.19999999999999996,3,2,2,3,4,3,4,4,3,3,2,2,3,3,3,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2239,1,2,1
0,8,1.4729999999999999,7,5,-1.0448000000000004,1,1,0.7532,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,0,-9.7624,0,-2.9496,0,Hispanic/Latino,With family (commuting),Female,0,-0.2482,1,0,0.0,-0.5745506169396439,-0.0,30,2.5,3.5,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3.0,3.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,6.0,5.0,2240,1,3,1
0,7,0.47299999999999986,7,5,-1.0448000000000004,1,1,0.7532,1,0.6564,5,0.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,3,0.05039999999999978,0,White,With family (commuting),Female,0,-0.2482,25,1,1.3983859431446977,0.8238353262050537,0.8238353262050537,-10,-1.5,-0.5,4,4,4,3,3,4,4,3,3,3,3,3,3,4,4,2.0,2.0,2.0,2.0,2.0,1.0,7.0,7.0,7.0,7.0,7.0,2241,2,7,1
0,8,1.4729999999999999,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,1,-1.3010000000000002,35,25.2376,13,10.0504,0,Asian,With family (commuting),Male,0,-0.2482,11,0,0.0,-0.5745506169396439,-0.0,9,0.4,1.4,3,2,3,3,2,3,3,2,1,1,1,2,2,3,3,5.0,4.0,4.0,,4.0,3.0,6.0,6.0,5.0,5.0,5.0,2242,1,1,0
1,7,0.47299999999999986,7,8,1.9551999999999996,0,0,-0.2468,0,-0.3436,7,2.5119999999999996,4,1.6989999999999998,3,-6.7623999999999995,18,15.0504,0,White,Off-campus (rent/apartment),Female,0,-0.2482,4,0,0.0,-0.5745506169396439,-0.0,18,1.3,2.3,2,2,2,3,3,3,3,2,3,1,3,2,1,3,2,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,3.0,3.0,4.0,2243,1,1,0
0,6,-0.5270000000000001,6,5,-1.0448000000000004,0,1,0.7532,1,0.6564,4,-0.48800000000000043,2,-0.30100000000000016,18,8.2376,0,-2.9496,1,Black/African American,On-campus (residence hall),Female,0,-0.2482,30,1,1.8435799431326392,1.2690293261929952,1.2690293261929952,23,1.7999999999999998,2.8,1,1,1,4,3,4,4,4,2,3,1,3,2,3,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,,2244,2,7,1
